,A,ABBV,ABC,ABT,AET,AGN,ALXN,AMGN,ANTM,BAX,BCR,BDX,BIIB,BMY,BSX,BXLT,CAH,CELG,CERN,CI,CNC,DGX,DVA,ENDP,ESRX,EW,GILD,HCA,HOLX,HSIC,HUM,ILMN,ISRG,JNJ,LH,LLY,MCK,MDT,MNK,MRK,MYL,PDCO,PFE,PKI,PRGO,REGN,STJ,SYK,TMO,UHS,UNH,VAR,VRTX,WAT,XRAY,ZBH,ZTS
CERN,0.0119885038808,0.0120941196176,0.0167668739011,0.0483734368577,-0.267169087527,0.0639297667138,0.00483963137531,0.0552773898923,-0.0316763891912,-0.0962222928921,-0.0608736456665,0.0798036669195,0.0138304849372,-0.311613755284,-0.130045719772,-0.0231644911592,-0.0434954445752,-0.00473838724049,1.0,-0.0248999914891,0.0140404984601,-0.126990674432,0.000630697969685,-0.00661502980445,-0.0493355180799,0.0641229552704,-0.00993620946645,-0.0169687080284,-0.333304250345,-0.0555976153533,0.0348410829465,-0.249402320731,-0.0185814533727,0.0355956698864,0.0126798724057,-0.0286118004938,-0.0212941185961,-0.00282238033484,0.00890178107712,-0.378750393338,-0.0868978016242,0.0541587575674,0.00561293452045,0.00500213547174,0.00629142309699,-0.0020704747903,-0.0372951577745,-0.0713253548775,0.0135530638109,-0.0116346820019,-0.00339697815122,0.0441804101395,-0.179131317734,-0.0159337806349,0.016876596765,-0.147705868899,-0.126337056408
CI,0.0194862704716,0.00471056626514,-0.0288844470459,0.00563132704119,-0.00408983430786,0.0323908840906,0.134983227278,-0.0132940994675,-0.0716865818149,-0.00145039314299,0.0396421780581,0.0573946313766,0.00570329471461,0.0032940987548,0.0938844825557,0.0270123013494,0.00932873450343,0.022625704377,-0.0248999914891,1.0,0.108918800564,0.0203188230587,0.117682895984,0.0837944708058,0.0139005084273,0.0522767923873,-0.028251351706,-0.0271398094633,0.0602627808709,-0.177135197692,-0.0915216611213,-0.0365176056018,-0.0121506450972,-0.00281305980081,0.025955557207,0.0198251429435,-0.00799397392512,0.0474180398057,0.00845488363394,0.0569314728579,0.0100919224664,0.0379964172045,0.034286878756,0.261510444225,-0.0413410052323,0.012867522369,0.0251857136632,-0.00165604601964,-0.0306586501968,0.0136835998517,-0.137267842527,0.213585828704,0.0649740279543,0.0184204327201,0.0136523677557,-0.0258459313248,0.0168030423141
CNC,-0.00317867674543,0.0111919281986,0.00178536351366,-0.0541934258145,0.0194531340616,-0.0225647622383,0.000420166304168,-0.0260723541632,0.0442312673455,0.0322412355648,-0.113815727159,-0.0190700461755,-0.00565032111948,-0.0593442382588,0.0110214037744,-0.0129865749238,0.00665377145625,0.00255967831938,0.0140404984601,0.108918800564,1.0,-0.0878654504994,0.0255862901532,-0.0267061066349,-0.0990050569545,-0.0402243120664,-0.0261605693379,-0.00109005219232,-0.0957603795665,0.00288876302269,-0.0302946009926,0.0509192543517,-0.0131663118964,0.00622829729382,-0.0307127884121,-0.00745130007489,0.0221487230905,0.00442974567275,-0.00585822593389,-0.0369878973073,-0.0506157966068,0.142748602414,0.0154388529231,-0.0156901998712,0.177430559013,0.016832365926,-0.0447363644947,-0.00541229411165,-0.0106958186407,0.0129499639475,0.0225535296931,-0.0505641575909,-0.147380318127,-0.0279227635412,-0.362287232377,-0.12293156213,0.0189217689044
DGX,-0.0617599555084,-0.124230505924,0.000456172627625,-0.0338120357684,0.0333232043101,-0.0115857125407,-0.00671243030863,0.00427039207577,-0.00387583643744,0.135010585792,0.0250044457651,-0.0469330242721,0.0326622815908,0.00275463289686,0.0196606137496,-0.0125629943061,-0.0111365309822,0.0231726698119,-0.126990674432,0.0203188230587,-0.0878654504994,1.0,0.00986425115331,0.00585415949257,-0.0142932386582,-0.0397288807815,-0.0126231846354,0.0106092832184,0.0676450515603,0.0354632173985,-0.0247486822393,0.072613458306,0.00821514976392,-0.023834935509,-0.0767432418235,-0.154681114407,0.0123694960618,0.0423398727053,0.00134121374288,0.11892622072,-0.0118330794886,0.0218467480809,0.0978197174411,-0.020612824875,-0.0465891659372,0.00483810462276,0.0319792331079,0.116090913402,0.115227533002,0.00417438651918,-0.0473659201497,0.156799126982,0.0491101155196,0.0567560875223,0.0221612487553,-0.00834308631738,0.0315277094065
DVA,0.113327915113,-0.00268866844963,0.0198679083083,-0.0828900921371,-0.0463807985495,-0.00617977855778,-0.00824282060831,-0.0433790680048,-0.48136707223,-0.0226723667142,-0.0316293386439,-0.0130723003742,-0.0231073977269,-0.0191809460542,-0.0568317837311,-0.0167379991249,0.0333618398405,-0.026403181007,0.000630697969685,0.117682895984,0.0255862901532,0.00986425115331,1.0,0.0132613863876,0.0438836762806,-0.0241954802921,-0.0667998905355,0.0820477536563,-0.0630964775345,-0.0101720608723,-0.0261215043796,0.0211622617663,-0.0453926004214,-0.0697689721961,0.0486893204449,-0.0520295529883,0.0542969989282,0.0260012882716,-0.0438748792231,0.126455289751,0.173766798279,0.0774549948775,0.123210724806,0.241782200157,-0.126816253031,-0.00522906666644,-0.0628744877702,-0.0238018214367,-0.223083748923,0.0075392405552,-0.670161058463,0.0389155117773,0.101732525674,0.0304381310685,-0.0263107306876,0.00514527768155,-0.0528025955093
ENDP,-0.018668420245,-0.014861661415,-0.00433118631482,-0.0812177061456,-0.0178374645313,0.0254579374914,0.0441144776207,0.00847886203585,0.0805552654114,-0.0409162098315,0.0435672228624,0.00575087952254,0.00174506888438,-0.0341981893174,0.0068614807799,0.0425624043312,-0.0971227589577,-0.0272589312509,-0.00661502980445,0.0837944708058,-0.0267061066349,0.00585415949257,0.0132613863876,1.0,-0.0669461993359,0.0317524130325,0.0250150723793,-0.0212093000213,0.0233980523183,0.0291467962721,0.0180073565534,0.0043050329366,-0.0671135278945,0.0424136159785,0.00496554218659,-0.0812464744697,-0.024056813075,-0.0173666417863,-0.0225920631572,-0.0891207172493,-0.0811030130105,0.0169111613561,-0.0872783493263,-0.0349742091009,-0.0312160412084,0.00189508596112,-0.0110879641573,0.0177537368976,0.0514468618387,0.00636933546671,0.0186986850875,-0.0401081764593,0.053723217756,0.136823858969,0.0932009622548,0.0520294917626,0.0186776128414
ESRX,0.29676523314,0.0207647949324,-0.0594735997223,-0.0215792950258,0.000250461888153,-0.0246707716804,-0.0251320108434,-0.0277364788429,-0.054052664562,-0.0206256384465,0.0389603950378,0.00394170791549,0.0295635274814,0.032991855357,-0.0155098081582,-0.0144949027401,0.0308865835829,-0.0361976647702,-0.0493355180799,0.0139005084273,-0.0990050569545,-0.0142932386582,0.0438836762806,-0.0669461993359,1.0,0.0981840701813,0.0107787266275,0.0584353257313,-0.0476076745506,0.0044010064174,0.0545441585196,0.0109203574124,-0.0242479868917,0.0111355984687,0.0538557892667,-0.0098345499724,-0.0277688117449,0.0602800751469,-0.0269593332545,0.0320841062602,-0.0522210257361,-0.0558435098717,-0.0724614312956,-0.137432839173,0.00685713459071,0.00410127091076,-0.171969309616,0.0204720495731,0.0818443294379,0.0133370364193,-0.0134608065001,0.14832183235,-0.0878717164262,0.0561571166978,-0.0250041959873,0.00142391645723,0.012704405196
EW,0.0327225537402,0.0120719798379,0.0092120245679,-0.0662414782895,-0.101934956165,0.144844999143,0.0131342061402,0.00271187453562,0.000362049055395,-0.0553246896106,0.0865488991963,0.0414095655707,0.0203318997747,0.064664703151,-0.0310558713904,-0.0180492471058,-0.0159265148131,0.0142412150351,0.0641229552704,0.0522767923873,-0.0402243120664,-0.0397288807815,-0.0241954802921,0.0317524130325,0.0981840701813,1.0,0.0036741743312,0.0099088726886,0.0953319310886,-0.0201988968067,-0.00251739078175,-0.0983398808632,-0.0410202052115,-0.0182533963027,0.0797155449319,-0.000660268985171,-0.0573906745326,0.0276409581244,0.0177849620363,-0.000677757572015,0.0362782323694,-0.052487280259,-0.0426734262354,-0.00698940170063,-0.0956198647574,-0.0277247881937,-0.0339900715279,0.0182197227166,-0.0800133041909,-0.0177048141518,0.0488387283355,0.192230569003,0.0269209435219,0.031835824572,0.0349406669977,0.094369877027,-0.0502646301482
GILD,0.034656518985,-0.0404360634118,0.000317218367882,-0.0884702698028,-0.00841455134658,0.0629290999137,-0.0247598429816,-0.00465185762566,0.0196575922621,-0.105317736369,-0.0417128335796,0.0282753313815,-0.0456207793257,0.00211854332946,0.025159718147,0.0493991956213,0.00186296503553,-0.0728953427399,-0.00993620946645,-0.028251351706,-0.0261605693379,-0.0126231846354,-0.0667998905355,0.0250150723793,0.0107787266275,0.0036741743312,1.0,-0.213476410204,-0.0326973108307,-0.0264760487233,0.0191925963063,-0.0127300170449,-0.0240547224765,0.0220594959917,0.0418570442049,-0.0235115818749,-0.0176624374589,-0.0188957392322,-0.0169219384555,-0.158824354448,-0.0220189676772,-0.0768188297085,0.0049224416962,-0.0158359460207,0.0104901098362,-0.00715606176168,0.00339986697424,-0.00756506119167,-0.00559069825033,-0.0709895184774,0.00973146659843,-0.0507147614765,-0.00600320676028,-0.00557586591401,0.0219398245219,-0.00851449314842,0.154825683877
HCA,0.0726168706739,-0.085207615913,-0.0212773387557,0.0379189744727,-0.00742678705678,0.0211559887526,0.00994281906581,0.00382383946871,-0.0774719713021,-0.03715817779,0.0929768403884,0.0175160407428,0.0276534230927,0.0154245413543,-0.0293753233198,0.0343635293198,-0.0118719526045,0.0264666124018,-0.0169687080284,-0.0271398094633,-0.00109005219232,0.0106092832184,0.0820477536563,-0.0212093000213,0.0584353257313,0.0099088726886,-0.213476410204,1.0,-0.223718583136,0.00646459280361,0.0049868850478,0.0850387187387,0.00448211821753,-0.0253479475146,0.00181170446783,-0.114187652614,0.0246605137832,0.00390609081436,-0.0145661903955,0.012942519491,0.0135004780769,-0.0363351307416,-0.00521044599125,-0.000851054391206,-0.0063169090691,0.0230883920903,-0.0443773899527,-0.0132710278932,0.0392278042957,-0.00955684012236,-0.0724525424199,0.0515603175606,0.00548122709019,0.0186042930196,-0.056719829211,0.0192708707029,0.00140119075459
HOLX,-0.00984535935138,0.201724896785,-0.0278342632332,0.0774278493029,0.0258196378195,0.029397092357,-0.000433503208366,0.187294272157,0.00268615475991,0.0854544624403,-0.0135072015299,-0.0442185806147,0.0114604409341,-0.00543190492392,0.0443160393433,0.0132438523054,0.0349642910308,0.0243996332684,-0.333304250345,0.0602627808709,-0.0957603795665,0.0676450515603,-0.0630964775345,0.0233980523183,-0.0476076745506,0.0953319310886,-0.0326973108307,-0.223718583136,1.0,0.0383451730876,-0.0475872816732,-0.0675619386009,0.019840821177,-0.0498242037999,0.00925200535102,0.161015524485,0.00484162686691,0.103511376826,0.0968284744963,0.377561096432,0.152329020628,-0.116265311994,-0.00561688742734,-0.025327696398,-0.0669146176872,0.0272635253379,-0.00515458200847,0.0289735523463,-0.0535809935012,0.017076197669,0.0320384366393,-0.0485252032912,0.0052241979459,-0.0756743782371,0.122772785039,0.14311578793,0.0418556145305
HSIC,0.00346242860893,-0.0299593978447,-0.00368271735158,-0.0312365251266,-0.0213724751582,-0.00395319183234,-0.0834100556376,-0.0242676148678,-0.00963810717098,0.0316679389766,0.0626535957995,0.022605464805,0.0120671017568,-0.148120155851,-0.0996934978031,0.038181812696,-0.0112406339484,-0.080132609782,-0.0555976153533,-0.177135197692,0.00288876302269,0.0354632173985,-0.0101720608723,0.0291467962721,0.0044010064174,-0.0201988968067,-0.0264760487233,0.00646459280361,0.0383451730876,1.0,-0.0613041920648,0.0306665749083,-0.00926683032482,0.0133557860365,0.0241905583099,-0.051918174506,0.0418033064334,0.0553893580837,0.0527372642557,0.00125578764192,0.0652571565225,0.0280053331315,-0.0254518270783,-0.141617579093,-0.0493670383465,-0.0198008710539,0.100369535625,0.0155421213407,-0.0514521887995,-0.0117868705847,0.0458027039226,0.0181229917427,-0.0282969106383,-0.0134045129892,0.0217570947917,0.0262800857034,0.00946452606518
HUM,0.043103705332,0.0348967997914,0.0239952329001,-0.0111801408311,-0.00756675332198,0.0182894246813,-0.0484595462509,0.00640657236853,0.0390719430198,-0.0442018573046,0.0170975246109,0.114489913559,-0.0719822845111,-0.0144213981182,0.0381971849634,-0.027208123221,0.0327999275736,-0.267845544224,0.0348410829465,-0.0915216611213,-0.0302946009926,-0.0247486822393,-0.0261215043796,0.0180073565534,0.0545441585196,-0.00251739078175,0.0191925963063,0.0049868850478,-0.0475872816732,-0.0613041920648,1.0,0.00271435571475,-0.00751772741116,-0.0817975676992,0.080424873955,0.0666829186865,0.0020332903416,0.0972831630017,-0.0256840743354,0.0704974008819,0.00610390869126,-0.0670004669006,-0.0951491746496,-0.0381437211651,0.0122856278695,0.169931661879,-0.0432469166723,-0.00219955586603,0.0470152252219,-0.0181862847059,0.0659277130912,-0.184405415729,-0.0213122914454,0.0488866401606,-0.0274916469784,-0.00993466800139,0.0138775499221
ILMN,-0.00149721102454,0.037001432223,-0.0176607169059,-0.0240354793094,0.264193330966,-0.109416317593,-0.0301697199119,-0.05037009452,-0.00120972569038,0.00660140208502,-0.0429669932429,-0.0069403072802,-0.0237146495761,0.037837746717,0.0894986124965,0.0178371864685,0.0231520376136,0.010361724298,-0.249402320731,-0.0365176056018,0.0509192543517,0.072613458306,0.0211622617663,0.0043050329366,0.0109203574124,-0.0983398808632,-0.0127300170449,0.0850387187387,-0.0675619386009,0.0306665749083,0.00271435571475,1.0,0.0395285013597,-0.0686008180089,0.0511669873237,-0.0160703063502,0.0504616024759,0.0854889731822,-0.00194339499259,-0.0180025658988,0.027123572162,0.00208374783263,-0.0185972644574,0.0779424615543,0.0377565782661,0.122912414538,0.0370530085617,-0.00776958402176,0.017012693277,0.0105350397517,-0.0434325522121,-0.0080116638853,0.000224597156478,-0.0234376257011,0.0149132689414,0.0132212629935,0.0139044535681
ISRG,-0.0327469977763,0.0488422749861,0.00707664107219,-0.0098145514482,0.0344649799338,0.00215199518762,-0.0108549096147,0.00711079877566,0.0526745814284,-0.0222961629971,0.0674245393578,0.025090944711,-0.00511677987186,0.0335326419576,-0.00178440101912,0.00632395225992,-0.0249026628936,0.0207133314097,-0.0185814533727,-0.0121506450972,-0.0131663118964,0.00821514976392,-0.0453926004214,-0.0671135278945,-0.0242479868917,-0.0410202052115,-0.0240547224765,0.00448211821753,0.019840821177,-0.00926683032482,-0.00751772741116,0.0395285013597,1.0,-0.0228812368812,-0.0290508646487,0.0123854677978,0.0705608124145,0.0514489765341,0.00674986603606,-0.0124013244954,0.0753417126601,-0.00808891359329,0.102362829299,-0.0100755272405,0.00972867977733,-0.0221635258245,-0.0268540916975,0.00618590489534,0.0183091469215,0.00907701974145,0.0515485514467,-0.00918565893686,-0.0367670832104,0.0568624250691,0.00334381604865,-0.0388254638016,-0.00571379344669
JNJ,0.0956481768956,-0.00140827592173,0.00605360853794,0.0332046781956,0.0201583544485,-0.0140777450852,0.0446553541924,0.0500123854415,0.0834220468219,0.0182810246951,0.00699993238482,-0.101956612229,0.0326206633699,0.0718661006385,-0.111871229987,0.00203972954516,0.0261130218311,0.102433347595,0.0355956698864,-0.00281305980081,0.00622829729382,-0.023834935509,-0.0697689721961,0.0424136159785,0.0111355984687,-0.0182533963027,0.0220594959917,-0.0253479475146,-0.0498242037999,0.0133557860365,-0.0817975676992,-0.0686008180089,-0.0228812368812,1.0,0.000197393779696,-0.100628407128,-0.0751961929085,0.0105095200187,-0.0820314328154,-0.0627930390914,-0.0451988357208,-0.123579288165,0.0133778183983,-0.00884252204341,0.0717636774884,-0.0212208781676,-0.0189291136818,0.0616496131103,-0.0337555655086,-0.00848267839818,-0.0125733941389,0.0254450051087,-0.03247640247,-0.0947669376467,0.0738474462691,-0.0225461072487,-0.00266175975061
LH,0.0108101283548,-0.0250697822551,-0.00791867242242,-0.0371942122206,-0.00993324809253,0.0037509420929,-0.0152136770868,0.0137171864752,-0.055861040593,0.0330562620775,0.0237218420911,-0.0334553018392,-0.0168767809011,0.0106809472188,-0.0683436138684,-0.0393342385637,0.034021560858,-0.029628749817,0.0126798724057,0.025955557207,-0.0307127884121,-0.0767432418235,0.0486893204449,0.00496554218659,0.0538557892667,0.0797155449319,0.0418570442049,0.00181170446783,0.00925200535102,0.0241905583099,0.080424873955,0.0511669873237,-0.0290508646487,0.000197393779696,1.0,0.106636335591,-0.00240151485154,-0.0898742108638,-0.0359377756249,-0.05857694985,-0.0348745400395,0.0030359370707,-0.153389033697,-0.00831709000939,-0.031264847672,0.005030950768,0.0535649443486,-0.00532209329735,-0.108219953349,-0.0152077846385,-0.0457214531899,0.0522075964389,-0.0327314576406,0.028198748559,-0.0287479771637,-0.0261763032268,0.192868131722
LLY,-0.0197815072609,0.0593354551627,0.00171401187029,0.117534915432,0.00995824022724,0.208820525449,-0.0296600288927,0.0693444903251,-0.171994432664,0.00115674038908,0.0923055906188,0.0886457712071,0.00778395879431,-0.203589626014,-0.0543909212205,-0.0144681295449,-0.0502491165506,-0.0573474702912,-0.0286118004938,0.0198251429435,-0.00745130007489,-0.154681114407,-0.0520295529883,-0.0812464744697,-0.0098345499724,-0.000660268985171,-0.0235115818749,-0.114187652614,0.161015524485,-0.051918174506,0.0666829186865,-0.0160703063502,0.0123854677978,-0.100628407128,0.106636335591,1.0,-0.0137961045195,-0.017781614252,0.0526717842114,0.156651063147,0.0332348689587,-0.0188650432421,0.0288751591464,-0.0408729919851,-0.0196115079763,-0.147321809694,-0.00475567757552,-0.0222986151491,0.00527937720866,-0.0087624171857,0.0403712926734,-0.0246609927948,-0.00366925076933,-0.070049679947,-0.0298435417441,-0.0413637002877,-0.00471802895833
MCK,-0.000804439113198,-0.0658474162372,0.0575374431494,0.0252687746619,0.0163509393015,0.03750570189,0.637245051687,-0.0759161403984,-0.0643579797539,0.0311817620227,0.0540567455227,-0.0467177939877,-0.0223891655776,0.0340300041519,0.0603995909717,0.00976230707043,0.0557718018079,-0.0440863169438,-0.0212941185961,-0.00799397392512,0.0221487230905,0.0123694960618,0.0542969989282,-0.024056813075,-0.0277688117449,-0.0573906745326,-0.0176624374589,0.0246605137832,0.00484162686691,0.0418033064334,0.0020332903416,0.0504616024759,0.0705608124145,-0.0751961929085,-0.00240151485154,-0.0137961045195,1.0,0.17985251793,-0.00116821315405,0.0787600506618,-0.0349394278783,0.0333248000415,0.0940524806043,0.0414317474861,0.0533600975263,-0.00702145333962,0.0165233653411,0.0212277168699,0.0428728136482,-0.0194028943867,-0.0989246691766,-0.0109016498784,0.00856130898455,0.0187131675563,-0.0260300407139,0.0270967589369,-0.00532590042755
